371,381,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,381,371,381,95,
371,381,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,381,371,381,95,
371,381,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,381,371,381,95,
371,381,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,381,371,381,95,
371,381,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,381,371,381,95,
371,381,381,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,381,371,381,95,
371,371,381,381,381,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,381,371,381,95,
381,371,371,371,381,381,381,381,381,381,381,381,381,381,381,381,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,381,371,381,95,
381,381,381,371,371,371,371,371,371,371,371,371,371,371,371,381,381,381,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,381,371,381,95,
95,95,381,381,381,381,381,381,381,381,381,381,381,381,371,371,371,381,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,371,381,95,
95,95,95,95,95,95,95,95,95,95,95,95,95,381,381,381,371,381,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,381,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,381,95,
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,381,371,381,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,381,371,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,95,
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,381,371,381,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,381,371,381,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,381,371,381,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,381,371,381,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,381,371,381,381,381,381,381,95,95,95,95,95,95,95,95,95,95,95,381,371,381,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,381,371,371,371,371,371,381,381,381,381,381,381,381,381,381,381,381,381,381,371,381,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,
